totally 181724 train examples
starting training from scratch with gpu 0,1,2,3
learning rate decay at epoch[80, 160]
Epoch[0] Batch [20]	Speed: 279.55 samples/sec	accuracy=0.767857
Epoch[29] Batch [100]	Speed: 823.78 samples/sec	accuracy=0.999805
Epoch[29] Batch [120]	Speed: 771.36 samples/sec	accuracy=0.999609
Epoch[29] Batch [140]	Speed: 819.35 samples/sec	accuracy=0.999414
Epoch[29] Batch [160]	Speed: 798.83 samples/sec	accuracy=0.998828
Epoch[29] Batch [180]	Speed: 771.45 samples/sec	accuracy=0.998828
Epoch[29] Batch [200]	Speed: 815.28 samples/sec	accuracy=0.998828
Epoch[29] Batch [220]	Speed: 742.45 samples/sec	accuracy=0.999219
Epoch[29] Batch [240]	Speed: 789.00 samples/sec	accuracy=0.999609
Epoch[29] Batch [260]	Speed: 816.27 samples/sec	accuracy=0.998828
Epoch[29] Batch [280]	Speed: 851.95 samples/sec	accuracy=0.999609
Epoch[29] Batch [300]	Speed: 811.56 samples/sec	accuracy=0.999219
Epoch[29] Batch [320]	Speed: 805.03 samples/sec	accuracy=0.999414
Epoch[29] Batch [340]	Speed: 747.95 samples/sec	accuracy=1.000000
Epoch[29] Batch [360]	Speed: 876.21 samples/sec	accuracy=0.999609
Epoch[29] Batch [380]	Speed: 775.75 samples/sec	accuracy=0.999805
Epoch[29] Batch [400]	Speed: 881.18 samples/sec	accuracy=0.999609
Epoch[29] Batch [420]	Speed: 791.58 samples/sec	accuracy=0.999805
Epoch[29] Batch [440]	Speed: 789.97 samples/sec	accuracy=0.999219
Epoch[29] Batch [460]	Speed: 804.77 samples/sec	accuracy=0.999414
Epoch[29] Batch [480]	Speed: 875.87 samples/sec	accuracy=0.999609
Epoch[29] Batch [500]	Speed: 852.27 samples/sec	accuracy=1.000000
Epoch[29] Batch [520]	Speed: 771.56 samples/sec	accuracy=0.999609
Epoch[29] Batch [540]	Speed: 753.44 samples/sec	accuracy=0.999805
Epoch[29] Batch [560]	Speed: 844.15 samples/sec	accuracy=0.998828
Epoch[29] Batch [580]	Speed: 766.35 samples/sec	accuracy=0.999609
Epoch[29] Batch [600]	Speed: 811.73 samples/sec	accuracy=0.999805
Epoch[29] Batch [620]	Speed: 792.26 samples/sec	accuracy=0.999219
Epoch[29] Batch [640]	Speed: 781.53 samples/sec	accuracy=0.999805
Epoch[29] Batch [660]	Speed: 795.97 samples/sec	accuracy=0.999805
Epoch[29] Batch [680]	Speed: 757.83 samples/sec	accuracy=0.999609
Epoch[29] Batch [700]	Speed: 806.53 samples/sec	accuracy=0.999609
Epoch[29] Train-accuracy=1.000000
Epoch[29] Time cost=226.914
Saved checkpoint to "/mnt/data-1/data/jiajie.tang/highway/output/exp2/mobilenet-0030.params"
Epoch[29] Validation-accuracy=0.997617
Epoch[30] Batch [20]	Speed: 787.37 samples/sec	accuracy=0.999814
Epoch[30] Batch [40]	Speed: 780.69 samples/sec	accuracy=1.000000
Epoch[30] Batch [60]	Speed: 837.08 samples/sec	accuracy=0.999609
Epoch[30] Batch [80]	Speed: 826.26 samples/sec	accuracy=0.999805
Epoch[30] Batch [100]	Speed: 771.87 samples/sec	accuracy=0.999609
Epoch[30] Batch [120]	Speed: 773.64 samples/sec	accuracy=0.999805
Epoch[30] Batch [140]	Speed: 773.01 samples/sec	accuracy=0.999414
Epoch[30] Batch [160]	Speed: 811.86 samples/sec	accuracy=0.999609
Epoch[30] Batch [180]	Speed: 808.45 samples/sec	accuracy=0.999805
Epoch[30] Batch [200]	Speed: 801.70 samples/sec	accuracy=0.999414
Epoch[30] Batch [220]	Speed: 811.49 samples/sec	accuracy=0.999219
Epoch[30] Batch [240]	Speed: 810.86 samples/sec	accuracy=0.998633
Epoch[30] Batch [260]	Speed: 780.09 samples/sec	accuracy=0.999219
Epoch[30] Batch [280]	Speed: 856.50 samples/sec	accuracy=0.999219
Epoch[30] Batch [300]	Speed: 752.98 samples/sec	accuracy=0.998633
Epoch[30] Batch [320]	Speed: 833.20 samples/sec	accuracy=0.998437
Epoch[30] Batch [340]	Speed: 816.84 samples/sec	accuracy=0.996875
Epoch[30] Batch [360]	Speed: 766.97 samples/sec	accuracy=0.997266
Epoch[30] Batch [380]	Speed: 838.61 samples/sec	accuracy=0.998437
Epoch[30] Batch [400]	Speed: 864.34 samples/sec	accuracy=0.998047
Epoch[30] Batch [420]	Speed: 760.37 samples/sec	accuracy=0.998437
Epoch[30] Batch [440]	Speed: 825.15 samples/sec	accuracy=0.997461
Epoch[30] Batch [460]	Speed: 769.48 samples/sec	accuracy=0.999219
Epoch[30] Batch [480]	Speed: 827.62 samples/sec	accuracy=0.998047
Epoch[30] Batch [500]	Speed: 754.64 samples/sec	accuracy=0.999023
Epoch[30] Batch [520]	Speed: 774.00 samples/sec	accuracy=0.999414
Epoch[30] Batch [540]	Speed: 877.23 samples/sec	accuracy=0.998828
Epoch[30] Batch [560]	Speed: 731.54 samples/sec	accuracy=0.998828
Epoch[30] Batch [580]	Speed: 786.52 samples/sec	accuracy=0.998047
Epoch[30] Batch [600]	Speed: 780.82 samples/sec	accuracy=0.998047
Epoch[30] Batch [620]	Speed: 817.40 samples/sec	accuracy=0.998633
Epoch[30] Batch [640]	Speed: 771.10 samples/sec	accuracy=0.999023
Epoch[30] Batch [660]	Speed: 781.39 samples/sec	accuracy=0.999805
Epoch[30] Batch [680]	Speed: 832.57 samples/sec	accuracy=0.999805
Epoch[30] Batch [700]	Speed: 779.04 samples/sec	accuracy=0.999609
Epoch[30] Train-accuracy=0.999132
Epoch[30] Time cost=227.593
Epoch[30] Validation-accuracy=0.997718
Epoch[31] Batch [20]	Speed: 819.38 samples/sec	accuracy=0.999442
Epoch[31] Batch [40]	Speed: 831.19 samples/sec	accuracy=0.998242
Epoch[31] Batch [60]	Speed: 793.84 samples/sec	accuracy=0.998633
Epoch[31] Batch [80]	Speed: 812.90 samples/sec	accuracy=0.998437
Epoch[31] Batch [100]	Speed: 781.63 samples/sec	accuracy=0.999219
Epoch[31] Batch [120]	Speed: 797.34 samples/sec	accuracy=0.999414
Epoch[31] Batch [140]	Speed: 807.55 samples/sec	accuracy=0.998437
Epoch[31] Batch [160]	Speed: 812.26 samples/sec	accuracy=0.999023
Epoch[31] Batch [180]	Speed: 868.63 samples/sec	accuracy=0.999023
Epoch[31] Batch [200]	Speed: 772.19 samples/sec	accuracy=0.998633
Epoch[31] Batch [220]	Speed: 792.23 samples/sec	accuracy=0.999609
Epoch[31] Batch [240]	Speed: 777.25 samples/sec	accuracy=0.999023
Epoch[31] Batch [260]	Speed: 774.32 samples/sec	accuracy=0.998828
Epoch[31] Batch [280]	Speed: 816.51 samples/sec	accuracy=0.999023
Epoch[31] Batch [300]	Speed: 786.76 samples/sec	accuracy=0.999023
Epoch[31] Batch [320]	Speed: 798.10 samples/sec	accuracy=0.999414
Epoch[31] Batch [340]	Speed: 800.50 samples/sec	accuracy=0.999414
Epoch[31] Batch [360]	Speed: 771.15 samples/sec	accuracy=0.999805
Epoch[31] Batch [380]	Speed: 768.87 samples/sec	accuracy=0.999609
Epoch[31] Batch [400]	Speed: 813.28 samples/sec	accuracy=0.999609
Epoch[31] Batch [420]	Speed: 798.35 samples/sec	accuracy=0.998828
Epoch[31] Batch [440]	Speed: 802.78 samples/sec	accuracy=0.999414
Epoch[31] Batch [460]	Speed: 801.91 samples/sec	accuracy=0.999805
Epoch[31] Batch [480]	Speed: 777.23 samples/sec	accuracy=0.999414
Epoch[31] Batch [500]	Speed: 805.32 samples/sec	accuracy=0.999805
Epoch[31] Batch [520]	Speed: 798.65 samples/sec	accuracy=0.999219
Epoch[31] Batch [540]	Speed: 819.38 samples/sec	accuracy=0.999609
Epoch[31] Batch [560]	Speed: 797.58 samples/sec	accuracy=1.000000
Epoch[31] Batch [580]	Speed: 812.42 samples/sec	accuracy=0.999609
Epoch[31] Batch [600]	Speed: 813.67 samples/sec	accuracy=0.999609
Epoch[31] Batch [620]	Speed: 834.61 samples/sec	accuracy=0.999609
Epoch[31] Batch [640]	Speed: 826.26 samples/sec	accuracy=0.999609
Epoch[31] Batch [660]	Speed: 768.20 samples/sec	accuracy=0.999219
Epoch[31] Batch [680]	Speed: 824.61 samples/sec	accuracy=0.999609
Epoch[31] Batch [700]	Speed: 795.58 samples/sec	accuracy=0.999805
Epoch[31] Train-accuracy=0.999132
Epoch[31] Time cost=226.470
Epoch[31] Validation-accuracy=0.997859
Epoch[32] Batch [20]	Speed: 823.72 samples/sec	accuracy=0.999814
Epoch[32] Batch [40]	Speed: 835.02 samples/sec	accuracy=0.999609
Epoch[32] Batch [60]	Speed: 807.96 samples/sec	accuracy=0.999414
Epoch[32] Batch [80]	Speed: 795.18 samples/sec	accuracy=0.999609
Epoch[32] Batch [100]	Speed: 810.54 samples/sec	accuracy=0.999805
Epoch[32] Batch [120]	Speed: 818.14 samples/sec	accuracy=0.999609
Epoch[32] Batch [140]	Speed: 799.30 samples/sec	accuracy=0.999219
Epoch[32] Batch [160]	Speed: 794.66 samples/sec	accuracy=0.999609
Epoch[32] Batch [180]	Speed: 791.21 samples/sec	accuracy=0.999609
Epoch[32] Batch [200]	Speed: 783.16 samples/sec	accuracy=0.999414
Epoch[32] Batch [220]	Speed: 811.26 samples/sec	accuracy=0.999805
Epoch[32] Batch [240]	Speed: 797.90 samples/sec	accuracy=0.999609
Epoch[32] Batch [260]	Speed: 803.40 samples/sec	accuracy=0.999609
Epoch[32] Batch [280]	Speed: 838.88 samples/sec	accuracy=0.999609
Epoch[32] Batch [300]	Speed: 806.03 samples/sec	accuracy=0.999609
Epoch[32] Batch [320]	Speed: 824.80 samples/sec	accuracy=0.999023
Epoch[32] Batch [340]	Speed: 780.12 samples/sec	accuracy=0.999805
Epoch[32] Batch [360]	Speed: 832.83 samples/sec	accuracy=0.999805
Epoch[32] Batch [380]	Speed: 801.29 samples/sec	accuracy=1.000000
Epoch[32] Batch [400]	Speed: 796.11 samples/sec	accuracy=1.000000
Epoch[32] Batch [420]	Speed: 777.56 samples/sec	accuracy=0.999414
Epoch[32] Batch [440]	Speed: 779.62 samples/sec	accuracy=0.999805
Epoch[32] Batch [460]	Speed: 780.22 samples/sec	accuracy=0.999609
Epoch[32] Batch [480]	Speed: 808.92 samples/sec	accuracy=0.999219
Epoch[32] Batch [500]	Speed: 809.30 samples/sec	accuracy=1.000000
Epoch[32] Batch [520]	Speed: 799.25 samples/sec	accuracy=0.999609
Epoch[32] Batch [540]	Speed: 820.56 samples/sec	accuracy=0.999805
Epoch[32] Batch [560]	Speed: 822.61 samples/sec	accuracy=1.000000
Epoch[32] Batch [580]	Speed: 775.90 samples/sec	accuracy=1.000000
Epoch[32] Batch [600]	Speed: 844.69 samples/sec	accuracy=1.000000
Epoch[32] Batch [620]	Speed: 756.76 samples/sec	accuracy=0.999805
Epoch[32] Batch [640]	Speed: 829.39 samples/sec	accuracy=1.000000
Epoch[32] Batch [660]	Speed: 820.29 samples/sec	accuracy=1.000000
